question_id,question,domain,candidate_alignment_band,candidate_alignment_review_rank,candidate_alignment_shared_term_count,candidate_alignment_shared_terms,candidate_alignment_coverage,candidate_alignment_selection_score,candidate_alignment_short_query,candidate_alignment_source,candidate_alignment_source_url,candidate_alignment_source_title,candidate_ddg_status,candidate_ddg_abstract_source,candidate_ddg_abstract_text,candidate_chunks,gold_chunk_ids,gold_answer,gold_status,review_method,reviewer_notes
CH-0551,Cách phòng tránh tấn công giả mạo Phishing qua email mới nhất năm nay (Mã CH-0551)?,general,REVIEW_SIGNAL,102,1,"[""phòng""]",0.125,27.5,phòng tránh tấn công giả mạo phishing email,canonical_fetch_existing,https://vi.wikipedia.org/wiki/Ph%C3%B2ng,Phòng – Wikipedia tiếng Việt,DDG_REQUEST_ERROR,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0507,Các bộ phim đạt giải Oscar xuất sắc nhất lịch sử mới nhất năm nay (Mã CH-0507)?,general,REVIEW_SIGNAL,103,1,"[""bộ""]",0.125,27.5,bộ phim đạt oscar xuất sắc lịch sử,canonical_fetch_existing,https://vi.wikipedia.org/wiki/B%E1%BB%99_(Ch%C3%ADnh_ph%E1%BB%A7_Vi%E1%BB%87t_Nam),Bộ (Chính phủ Việt Nam) – Wikipedia tiếng Việt,DDG_REQUEST_ERROR,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0051,Cách phòng tránh tấn công giả mạo Phishing qua email mới nhất năm nay (Mã CH-0051)?,general,REVIEW_SIGNAL,104,1,"[""phòng""]",0.125,27.5,phòng tránh tấn công giả mạo phishing email,canonical_fetch_existing,https://vi.wikipedia.org/wiki/Ph%C3%B2ng,Phòng – Wikipedia tiếng Việt,DDG_API_OK,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0007,Các bộ phim đạt giải Oscar xuất sắc nhất lịch sử mới nhất năm nay (Mã CH-0007)?,general,REVIEW_SIGNAL,105,1,"[""bộ""]",0.125,27.5,bộ phim đạt oscar xuất sắc lịch sử,canonical_fetch_existing,https://vi.wikipedia.org/wiki/B%E1%BB%99_(Ch%C3%ADnh_ph%E1%BB%A7_Vi%E1%BB%87t_Nam),Bộ (Chính phủ Việt Nam) – Wikipedia tiếng Việt,DDG_API_OK,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0522,Xu hướng giá vàng thế giới và trong nước mới nhất năm nay (Mã CH-0522)?,general,REVIEW_SIGNAL,106,1,"[""xu""]",0.166667,26.6667,xu hướng giá vàng giới nước,canonical_fetch_existing,https://fingo.vn/tien-xu-viet-nam,,DDG_REQUEST_ERROR,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0022,Xu hướng giá vàng thế giới và trong nước mới nhất năm nay (Mã CH-0022)?,general,REVIEW_SIGNAL,107,1,"[""xu""]",0.166667,26.6667,xu hướng giá vàng giới nước,canonical_fetch_existing,https://fingo.vn/tien-xu-viet-nam,,DDG_API_OK,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0565,Cơ chế hoạt động của phản ứng hạt nhân nhân tạo mới nhất năm nay (Mã CH-0565)?,general,REVIEW_SIGNAL,108,1,"[""cơ""]",0.111111,26.1111,cơ chế hoạt động phản ứng hạt nhân,canonical_fetch_existing,https://vi.wikipedia.org/wiki/C%C6%A1_(sinh_h%E1%BB%8Dc),Cơ (sinh học) – Wikipedia tiếng Việt,DDG_API_OK,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0511,Mô hình ngôn ngữ lớn LLM hoạt động như thế nào mới nhất năm nay (Mã CH-0511)?,general,REVIEW_SIGNAL,109,1,"[""mô""]",0.111111,26.1111,mô hình ngôn ngữ lớn llm hoạt động,canonical_fetch_existing,https://vi.wikipedia.org/wiki/M%C3%B4,Mô – Wikipedia tiếng Việt,DDG_REQUEST_ERROR,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0065,Cơ chế hoạt động của phản ứng hạt nhân nhân tạo mới nhất năm nay (Mã CH-0065)?,general,REVIEW_SIGNAL,110,1,"[""cơ""]",0.111111,26.1111,cơ chế hoạt động phản ứng hạt nhân,canonical_fetch_existing,https://vi.wikipedia.org/wiki/C%C6%A1_(sinh_h%E1%BB%8Dc),Cơ (sinh học) – Wikipedia tiếng Việt,DDG_API_OK,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0011,Mô hình ngôn ngữ lớn LLM hoạt động như thế nào mới nhất năm nay (Mã CH-0011)?,general,REVIEW_SIGNAL,111,1,"[""mô""]",0.111111,26.1111,mô hình ngôn ngữ lớn llm hoạt động,canonical_fetch_existing,https://vi.wikipedia.org/wiki/M%C3%B4,Mô – Wikipedia tiếng Việt,DDG_API_OK,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0571,Tiêu chuẩn kết nối mạng 6G đang được nghiên cứu ra sao mới nhất năm nay (Mã CH-0571)?,general,REVIEW_SIGNAL,112,1,"[""tiêu""]",0.1,25.0,tiêu chuẩn kết nối mạng 6g đang nghiên,canonical_fetch_existing,https://vi.wikipedia.org/wiki/H%E1%BB%93_ti%C3%AAu,Hồ tiêu – Wikipedia tiếng Việt,DDG_API_OK,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0559,Các tiêu chí chọn mua xe máy điện chất lượng cao mới nhất năm nay (Mã CH-0559)?,general,REVIEW_SIGNAL,113,1,"[""tiêu""]",0.1,25.0,tiêu chí chọn mua xe máy điện chất,canonical_fetch_existing,https://vi.wikipedia.org/wiki/H%E1%BB%93_ti%C3%AAu,Hồ tiêu – Wikipedia tiếng Việt,DDG_API_OK,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0553,Quyền sở hữu trí tuệ đối với phần mềm máy tính mới nhất năm nay (Mã CH-0553)?,general,REVIEW_SIGNAL,114,1,"[""quyền""]",0.1,25.0,quyền sở hữu trí tuệ đối phần mềm,canonical_fetch_existing,https://vi.wikipedia.org/wiki/Nh%C3%A2n_quy%E1%BB%81n,Nhân quyền – Wikipedia tiếng Việt,DDG_REQUEST_ERROR,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0071,Tiêu chuẩn kết nối mạng 6G đang được nghiên cứu ra sao mới nhất năm nay (Mã CH-0071)?,general,REVIEW_SIGNAL,115,1,"[""tiêu""]",0.1,25.0,tiêu chuẩn kết nối mạng 6g đang nghiên,canonical_fetch_existing,https://vi.wikipedia.org/wiki/H%E1%BB%93_ti%C3%AAu,Hồ tiêu – Wikipedia tiếng Việt,DDG_REQUEST_ERROR,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0059,Các tiêu chí chọn mua xe máy điện chất lượng cao mới nhất năm nay (Mã CH-0059)?,general,REVIEW_SIGNAL,116,1,"[""tiêu""]",0.1,25.0,tiêu chí chọn mua xe máy điện chất,canonical_fetch_existing,https://vi.wikipedia.org/wiki/H%E1%BB%93_ti%C3%AAu,Hồ tiêu – Wikipedia tiếng Việt,DDG_API_OK,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0053,Quyền sở hữu trí tuệ đối với phần mềm máy tính mới nhất năm nay (Mã CH-0053)?,general,REVIEW_SIGNAL,117,1,"[""quyền""]",0.1,25.0,quyền sở hữu trí tuệ đối phần mềm,canonical_fetch_existing,https://vi.wikipedia.org/wiki/Nh%C3%A2n_quy%E1%BB%81n,Nhân quyền – Wikipedia tiếng Việt,DDG_API_OK,,,"[{""chunk_id"": ""doc-6c7e35b0cb11fead-chunk-001"", ""document_id"": ""doc-6c7e35b0cb11fead"", ""source_url"": ""https://vi.wikipedia.org/wiki/Tr%C3%AD_tu%E1%BB%87_nh%C3%A2n_t%E1%BA%A1o"", ""source_title"": ""Trí tuệ nhân tạo"", ""text"": ""Trí tuệ nhân tạo (tiếng Anh: artificial intelligence, viết tắt là AI) là khả năng của các hệ thống máy tính thực hiện các nhiệm vụ liên quan đến trí thông minh của con người, như học tập, suy luận, giải quyết vấn đề, nhận thức và đưa ra quyết định. Đây là một lĩnh vực nghiên cứu thuộc khoa học máy tính tập trung phát triển và nghiên cứu các phương pháp và phần mềm giúp máy móc có thể nhận thức môi trường xung quanh, cũng như sử dụng học tập và trí tuệ để thực hiện hành động nhằm tối đa hóa khả năng đạt được các mục tiêu đã định.\nCác ứng dụng nổi bật của AI bao gồm công cụ tìm kiếm web tiên tiến (ví dụ: Google Tìm kiếm); hệ thống đề xuất (được sử dụng bởi YouTube, Amazon và Netflix); trợ lý ảo (ví dụ: Trợ lý Google, Siri và Alexa); xe tự lái (ví dụ: Waymo); công cụ sáng tạo và nội dung tạo sinh (ví dụ: mô hình ngôn ngữ và nghệ thuật AI); cùng khả năng chơi và phân tích vượt trội hơn con người trong các trò chơi chiến lược (ví dụ: cờ vua và cờ vây). Tuy nhiên, nhiều ứng dụng AI không được nhận diện là AI: \""Rất nhiều công nghệ AI đỉnh cao đã được tích hợp vào các ứng dụng thông thường, thường không còn được gọi là AI vì một khi thứ gì đó trở nên đủ hữu ích và phổ biến, nó không còn được dán nhãn AI nữa.\""\nNhiều phân ngành trong nghiên cứu trí tuệ nhân tạo tập trung vào các mục tiêu cụ thể và sử dụng những công cụ đặc thù. Các mục tiêu truyền thống của nghiên cứu AI bao gồm học tập, lập luận, biểu diễn tri thức, lập kế hoạch, xử lý ngôn ngữ tự nhiên, nhận thức và hỗ trợ robot. Để đạt được những mục tiêu đó, các nhà nghiên cứu AI đã ứng dụng và tích hợp đa dạng kỹ thuật, như tìm kiếm và tối ưu hóa toán học, logic hình thức, mạng nơ-ron nhân tạo, cùng các phương pháp dựa trên thống kê, nghiên cứu hoạt động và kinh tế học. Ngoài ra, AI còn kế thừa kiến thức từ tâm lý học, ngôn ngữ học, triết học, khoa học thần kinh và nhiều lĩnh vực khác. Một số công ty như OpenAI, Google DeepMind và Meta, đang đặt mục tiêu phát triển trí tuệ nhân tạo tổng quát (AGI)—một dạng AI có khả năng thực hiện hầu hết mọi nhiệm vụ nhận thức ở mức độ ngang bằng hoặc vượt trội so với con người.\nTrí tuệ nhân tạo ban đầu được thành lập như một ngành học thuật vào năm 1956, và lĩnh vực này đã trải qua nhiều chu kỳ lạc quan trong suốt lịch sử, xen kẽ với nó là những giai đoạn thất vọng và mất nguồn tài trợ, được gọi là mùa đông AI. Nguồn tài trợ và sự quan tâm dần tăng mạnh sau năm 2012 khi các bộ xử lý đồ họa (GPU) bắt đầu được sử dụng để tăng tốc mạng nơ-ron và kỹ năng học sâu dần vượt trội hơn so với các kỹ thuật AI trước đó. Sự tăng trưởng này tiếp tục tăng tốc sau năm 2017 nhờ kiến trúc transformer. Trong những năm 2020, sự xuất hiện của trí tuệ nhân tạo tạo sinh tiên tiến đã trở nên nổi tiếng, đánh dấu giai đoạn tiến bộ nhanh chóng của lĩnh vực này với tên gọi là cơn sốt AI. Trí tuệ nhân tạo tạo sinh với khả năng tạo ra cũng như chỉnh sửa nội dung đã dẫn đến nhiều hậu quả ngoài ý muốn ở hiện tại. Những lo ngại về đạo đức cũng được nhắc đến về ảnh hưởng lâu dài của AI và những rủi ro tồn vong tiềm tàng, từ đó thúc đẩy các cuộc thảo luận về chính sách quản lý nhằm đảm bảo tính an toàn và lợi ích của công nghệ này.\n\n\n== Mục đích ==\nVấn đề tổng quát của việc mô phỏng (hay tạo ra) khả năng trí tuệ đã được chia thành các bài toán con. Những bài toán này bao gồm các đặc tính hoặc khả năng cụ thể mà các nhà nghiên cứu kỳ vọng về một hệ thống thông minh cần trình diện. Các đặc tính được mô tả dưới đây đã nhận được nhiều sự quan tâm nhất và bao quát được phạm vi nghiên cứu AI.\n\n\n=== Suy luận và giải quyết vấn đề ===\nCác nhà nghiên cứu từ thời kỳ đầu đã phát triển những thuật toán mô phỏng quá trình suy luận từng bước mà con người sử dụng khi giải các câu đố hay thực hiện những suy diễn logic. Đến cuối những năm 1980 và 1990, các phương pháp xử lý thông tin không chắc chắn hoặc không đầy đủ đã được phát triển bằng cách sử dụng các khái niệm từ lý thuyết xác suất và kinh tế học.\nNhiều thuật toán trong số này không đủ khả năng để giải quyết các bài toán suy luận quy mô lớn vì chúng gặp phải hiện tượng \""bùng nổ tổ hợp\"": về cơ bản, các thuật toán sẽ trở nên chậm đi theo cấp số nhân khi bài toán được phát triển. Ngay cả con người cũng hiếm khi sử dụng phương pháp suy diễn từng bước mà những nghiên cứu AI thời kỳ đầu có thể mô phỏng. Chúng ta giải quyết phần lớn vấn đề bằng những phán đoán trực giác nhanh chóng. Việc đạt được khả năng suy luận chính xác và hiệu quả vẫn là một bài toán chưa có lời giải.\n\n\n=== Biểu diễn tri thức ===\n\nBiểu diễn tri thức và kỹ thuật xử lý tri thức đóng vai trò then chốt trong việc trang bị cho các hệ thống AI khả năng trả lời câu hỏi một cách thông minh và suy luận về các hiện tượng trong thế giới thực. Những phương pháp biểu diễn tri thức mang tính hình thức này không chỉ được ứng dụng trong lập chỉ mục và truy xuất nội dung, mà còn giữ vai trò quan trọng trong việc diễn giải bối cảnh, hỗ trợ quyết định trong lĩnh vực y học lâm sàng, khám phá tri thức từ cơ sở dữ liệu lớn, (tức là khai thác những suy luận có ý nghĩa và khả thi về mặt hành động), cùng nhiều lĩnh vực chuyên sâu khác.\nCơ sở tri thức là tập hợp tri thức được cấu trúc theo cách mà các hệ thống máy tính có thể hiểu và vận dụng. Một bản thể học trong ngữ cảnh này là hệ thống các đối tượng, khái niệm, thuộc tính và mối quan hệ được xác định trong phạm vi một lĩnh vực tri thức cụ thể. Để trở nên hữu ích, cơ sở tri thức cần có khả năng biểu diễn một cách rõ ràng và nhất quán các thực thể như đối tượng, thuộc tính, phân loại và mối quan hệ giữa các đối tượng; đồng thời bao hàm cả các tình huống, sự kiện, trạng thái và yếu tố thời gian; các mối quan hệ nhân quả; tri thức bậc hai (tức là kiến thức về tri thức, những gì ta biết về hiểu biết của người khác); và lý luận mặc định (tức những giả định được con người chấp nhận là đúng cho đến khi có bằng chứng bác bỏ, và vẫn được xem là đúng trong nhiều tình huống thay đổi); Ngoài ra, cơ sở tri thức còn phải bao phủ được nhiều chiều cạnh khác nhau của tri thức, đáp ứng yêu cầu của các lĩnh vực chuyên sâu và ngữ cảnh ứng dụng đa dạng.\nMột trong những thách thức lớn nhất trong biểu diễn tri thức nằm ở độ rộng bao phủ của kiến thức thông thường (tập hợp khổng lồ các tri thức nguyên tử mà một người bình thường nắm giữ trong đời sống hằng ngày); Không chỉ đồ sộ về số lượng, phần lớn loại tri thức này còn tồn tại dưới dạng phi biểu tượng (tức không được mã hóa rõ ràng thành các \""sự kiện\"" hay \""mệnh đề\"" mà con người có thể dễ dàng diễn đạt bằng ngôn ngữ tự nhiên). Bên cạnh đó, quá trình thu thập và chuẩn hóa tri thức phục vụ cho các ứng dụng AI cũng đặt ra nhiều thách thức về cả quy mô, độ chính xác và tính phù hợp với ngữ cảnh ứng dụng cụ thể.\n\n\n=== Lập kế hoạch và ra quyết định ===\n\""Tác nhân\"" được hiểu là bất kỳ thực thể nào có khả năng nhận thức và thực hiện hành động trong thế giới. Một tác nhân lý trí là tác nhân sở hữu mục tiêu hoặc sở thích nhất định, và hành động nhằm hiện thực hóa những mục tiêu hoặc thỏa mãn sở thích đó. Trong lĩnh vực lập kế hoạch tự động, tác nhân được định hướng bởi một mục tiêu cụ thể. Ngược lại, trong bối cảnh ra quyết định tự động, tác nhân được cho là có những sở thích – tức là một số trạng huống mà nó mong muốn tham gia, và những trạng huống khác mà nó tìm cách tránh né. Để biểu thị mức độ ưa thích đối với từng trạng huống, tác nhân gán cho mỗi trạng huống một giá trị số, gọi là tiện ích. Khi đối mặt với các hành động khả thi, tác nhân có thể tính toán tiện ích kỳ vọng của từng hành động, tức là giá trị trung bình của tiện ích các kết quả có thể xảy ra, có xét đến xác suất tương ứng của mỗi kết quả. Dựa trên phép tính này, tác nhân sẽ lựa chọn hành động có tiện ích kỳ vọng cao nhất, nhằm tối ưu hóa mức độ thỏa mãn sở thích của mình.\nTrong kế hoạch cổ điển, tác nhân được giả định là biết một cách chính xác hệ quả của mọi hành động mà nó có thể thực hiện. Tuy nhiên, trong phần lớn các bài toán thực tế, tác nhân thường phải đối mặt với sự bất định: nó có thể không nắm rõ tình trạng hiện tại của môi trường (nghĩa là môi trường không xác định hoặc không thể quan sát đầy đủ), và cũng không chắc chắn về kết quả của mỗi hành động khả thi (tức môi trường không mang tính quyết định). Trong bối cảnh đó, tác nhân buộc phải lựa chọn hành động dựa trên các suy luận xác suất, đồng thời liên tục đánh giá lại tình hình sau mỗi hành động để xác định mức độ hiệu quả của hành động vừa thực hiện.\nTrong một số bài toán, sở thích của tác nhân không hoàn toàn chắc chắn, đặc biệt khi có sự tham gia của các tác nhân khác hoặc con người. Những sở thích này có thể được rút trích thông qua học tập, chẳng hạn như học tăng cường ngược, hoặc tác nhân có thể chủ động tìm kiếm thông tin nhằm cải thiện hiểu biết của mình về sở thích nội tại. Trong bối cảnh đó, lý thuyết giá trị thông tin đóng vai trò quan trọng trong việc đánh giá lợi ích của các hành động khám phá hoặc thử nghiệm. Tuy nhiên, không gian hành động và trạng huống có thể xảy ra trong tương lai thường có quy mô và độ phức tạp cao, đến mức không thể xử lý một cách khả thi, buộc tác nhân phải đưa ra"", ""content_hash"": ""sha256:f82bcec04818093d32965a19e554529f4c12d7fce51a66972a7c46189ea494a8""}]",[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0555,Lịch thi tốt nghiệp THPT Quốc gia năm nay mới nhất năm nay (Mã CH-0555)?,general,REVIEW_SIGNAL,118,1,"[""lịch""]",0.142857,24.2857,lịch thi tốt nghiệp thpt quốc gia,canonical_fetch_existing,https://www.24h.com.vn/lich-van-nien-c936.html,"Lịch vạn niên 2026 - Xem lịch âm, lịch dương, giờ hoàng đạo theo ngày tháng",DDG_REQUEST_ERROR,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0055,Lịch thi tốt nghiệp THPT Quốc gia năm nay mới nhất năm nay (Mã CH-0055)?,general,REVIEW_SIGNAL,119,1,"[""lịch""]",0.142857,24.2857,lịch thi tốt nghiệp thpt quốc gia,canonical_fetch_existing,https://www.24h.com.vn/lich-van-nien-c936.html,"Lịch vạn niên 2026 - Xem lịch âm, lịch dương, giờ hoàng đạo theo ngày tháng",DDG_API_OK,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0944,Tra cứu thông tin: Cách phân biệt sốt xuất huyết và sốt siêu vi (Mã CH-0944)?,general,REVIEW_SIGNAL,120,1,"[""vi""]",0.090909,24.0909,tra cứu thông tin phân biệt sốt xuất,canonical_fetch_existing,https://vi.wikipedia.org/wiki/Virus,Virus – Wikipedia tiếng Việt,DDG_REQUEST_ERROR,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0644,Thông tin chi tiết về cách phân biệt sốt xuất huyết và sốt siêu vi (Mã CH-0644)?,general,REVIEW_SIGNAL,121,1,"[""vi""]",0.090909,24.0909,thông tin chi tiết phân biệt sốt xuất,canonical_fetch_existing,https://vi.wikipedia.org/wiki/Ch%C3%AC,Chì – Wikipedia tiếng Việt,DDG_REQUEST_ERROR,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0621,Thông tin chi tiết về quy định mới về an toàn thông tin mạng tại việt nam (Mã CH-0621)?,general,REVIEW_SIGNAL,122,1,"[""việt""]",0.090909,24.0909,thông tin chi tiết quy định an toàn,canonical_fetch_existing,https://vi.wikipedia.org/wiki/Ch%C3%AC,Chì – Wikipedia tiếng Việt,DDG_REQUEST_ERROR,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0600,Tiêu chuẩn kích thước sân bóng rổ thi đấu chuyên nghiệp mới nhất năm nay (Mã CH-0600)?,general,REVIEW_SIGNAL,123,1,"[""tiêu""]",0.090909,24.0909,tiêu chuẩn kích thước sân bóng rổ thi,canonical_fetch_existing,https://vi.wikipedia.org/wiki/H%E1%BB%93_ti%C3%AAu,Hồ tiêu – Wikipedia tiếng Việt,DDG_API_OK,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0144,Thông tin chi tiết về cách phân biệt sốt xuất huyết và sốt siêu vi (Mã CH-0144)?,general,REVIEW_SIGNAL,124,1,"[""vi""]",0.090909,24.0909,thông tin chi tiết phân biệt sốt xuất,canonical_fetch_existing,https://vi.wikipedia.org/wiki/Ch%C3%AC,Chì – Wikipedia tiếng Việt,DDG_REQUEST_ERROR,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0121,Thông tin chi tiết về quy định mới về an toàn thông tin mạng tại việt nam (Mã CH-0121)?,general,REVIEW_SIGNAL,125,1,"[""việt""]",0.090909,24.0909,thông tin chi tiết quy định an toàn,canonical_fetch_existing,https://vi.wikipedia.org/wiki/Ch%C3%AC,Chì – Wikipedia tiếng Việt,DDG_REQUEST_ERROR,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0100,Tiêu chuẩn kích thước sân bóng rổ thi đấu chuyên nghiệp mới nhất năm nay (Mã CH-0100)?,general,REVIEW_SIGNAL,126,1,"[""tiêu""]",0.090909,24.0909,tiêu chuẩn kích thước sân bóng rổ thi,canonical_fetch_existing,https://vi.wikipedia.org/wiki/H%E1%BB%93_ti%C3%AAu,Hồ tiêu – Wikipedia tiếng Việt,DDG_REQUEST_ERROR,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0656,Thông tin chi tiết về tóm tắt diễn biến cách mạng tháng tám năm 1945 (Mã CH-0656)?,general,REVIEW_SIGNAL,127,1,"[""tháng""]",0.083333,23.3333,thông tin chi tiết tóm tắt diễn biến,canonical_fetch_existing,https://vi.wikipedia.org/wiki/Ch%C3%AC,Chì – Wikipedia tiếng Việt,DDG_REQUEST_ERROR,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
